## object_type
# 1: Comida
# 2: Arma
# 3: Armadura
# 4: Arbol
# 5: Dinero
# 6: Puerta
# 7: Contenedor
# 8: Cartel
# 9: Llave
# 10: Foro
# 11: Pocion
# 12: Libro
# 13: Bebida
# 14: Leña
# 15: Fogata
# 16: Escudo
# 17: Casco
# 18: Anillo
# 19: Teletransporte
# 20: Mueble
# 21: Joya
# 22: Yacimiento
# 23: Metal
# 24: Pergamino
# 25: Aura
# 26: Instrumento musical
# 27: Yunque
# 28: Fragua
# 29: Gema
# 30: Flor
# 31: Barco
# 32: Flecha
# 33: Botella vacia
# 34: Botella llena
# 35: Mancha

## potion_type
# 1: Aumenta la agilidad
# 2: Aumenta la fuerza
# 3: Repone vida
# 4: Repone mana
# 5: Cura el envenenamiento

# TODO Claves no especificadas en el codigo: RazaEnanaAnim, IndexCerradaLlave, CantItems, NroItems, MinST, Real, Mujer, Upgrade, Caos, Log
# TODO Cuidado con las 'ñ'

[INIT]
object_count = 1052
object_type = 3
equipped_armor_graphic = 172
Real = 1
max_armor_defense = 22
min_armor_defense = 15
value = 9240
forbidden_archetype1 = GUERRERO
forbidden_archetype2 = PALADIN
forbidden_archetype3 = CAZADOR
forbidden_archetype4 = ASESINO
forbidden_archetype5 = PIRATA
forbidden_archetype6 = BANDIDO
forbidden_archetype7 = MAGO
forbidden_archetype8 = LADRON
forbidden_archetype9 = TRABAJADOR
iron_ingot = 132
smithing_skill = 70

[OBJ681]
name = Armadura Nobilisima (E/G)
graphic_index = 4921
object_type = 3
equipped_armor_graphic = 179
Real = 1
dwarf = 1
max_armor_defense = 25
min_armor_defense = 15
value = 11830
forbidden_archetype1 = MAGO
iron_ingot = 169
smithing_skill = 70

[OBJ682]
name = Tunica Conspicua de Mago Imperial (E/G)
graphic_index = 4920
object_type = 3
equipped_armor_graphic = 171
Real = 1
dwarf = 1
max_armor_defense = 20
min_armor_defense = 15
value = 9500
forbidden_archetype1 = GUERRERO
forbidden_archetype2 = PALADIN
forbidden_archetype3 = DRUIDA
forbidden_archetype4 = CAZADOR
forbidden_archetype5 = CLERIGO
forbidden_archetype6 = ASESINO
forbidden_archetype7 = PIRATA
forbidden_archetype8 = BANDIDO
forbidden_archetype9 = BARDO
forbidden_archetype10 = LADRON
forbidden_archetype11 = TRABAJADOR

[OBJ683]
name = Armadura Lobrega
graphic_index = 4919
object_type = 3
equipped_armor_graphic = 170
Caos = 1
max_armor_defense = 25
min_armor_defense = 15
value = 11830
forbidden_archetype1 = DRUIDA
forbidden_archetype2 = CLERIGO
forbidden_archetype3 = BARDO
forbidden_archetype4 = MAGO
iron_ingot = 169
smithing_skill = 70

[OBJ684]
name = Armadura de Gran Sacerdote Demoniaco
graphic_index = 4918
object_type = 3
equipped_armor_graphic = 169
Caos = 1
max_armor_defense = 22
min_armor_defense = 15
value = 9240
forbidden_archetype1 = GUERRERO
forbidden_archetype2 = PALADIN
forbidden_archetype3 = CAZADOR
forbidden_archetype4 = ASESINO
forbidden_archetype5 = PIRATA
forbidden_archetype6 = BANDIDO
forbidden_archetype7 = MAGO
forbidden_archetype8 = LADRON
forbidden_archetype9 = TRABAJADOR
iron_ingot = 132
smithing_skill = 70

[OBJ685]
name = Armadura Lobrega (E/G)
graphic_index = 4917
object_type = 3
equipped_armor_graphic = 168
Caos = 1
dwarf = 1
max_armor_defense = 25
min_armor_defense = 15
value = 11830
forbidden_archetype1 = MAGO
iron_ingot = 169
smithing_skill = 70

[OBJ686]
name = Tunica Egregia de Mago Oscuro (E/G)
graphic_index = 4916
object_type = 3
equipped_armor_graphic = 167
Caos = 1
dwarf = 1
max_armor_defense = 20
min_armor_defense = 15
value = 9500
forbidden_archetype1 = GUERRERO
forbidden_archetype2 = PALADIN
forbidden_archetype3 = DRUIDA
forbidden_archetype4 = CAZADOR
forbidden_archetype5 = CLERIGO
forbidden_archetype6 = ASESINO
forbidden_archetype7 = PIRATA
forbidden_archetype8 = BANDIDO
forbidden_archetype9 = BARDO
forbidden_archetype10 = LADRON
forbidden_archetype11 = TRABAJADOR

[OBJ687]
name = Tunica Palatina
graphic_index = 687
object_type = 3
equipped_armor_graphic = 61
Real = 1
max_armor_defense = 35
min_armor_defense = 30
value = 18000
forbidden_archetype1 = MAGO

[OBJ688]
name = Pequeña Tunica Palatina (E/G)
graphic_index = 4915
object_type = 3
equipped_armor_graphic = 166
Real = 1
dwarf = 1
max_armor_defense = 35
min_armor_defense = 30
value = 18000
forbidden_archetype1 = MAGO

[OBJ689]
name = Tunica Avernal
graphic_index = 806
object_type = 3
equipped_armor_graphic = 140
Caos = 1
max_armor_defense = 35
min_armor_defense = 30
value = 18000
forbidden_archetype1 = MAGO

[OBJ690]
name = Pequeña Tunica Avernal (E/G)
graphic_index = 4914
object_type = 3
equipped_armor_graphic = 165
Caos = 1
dwarf = 1
max_armor_defense = 35
min_armor_defense = 30
value = 18000
forbidden_archetype1 = MAGO

[OBJ691]
name = Armadura de Ilustre Caballero
graphic_index = 4913
object_type = 3
equipped_armor_graphic = 178
Real = 1
max_armor_defense = 40
min_armor_defense = 35
value = 25060
forbidden_archetype1 = MAGO
forbidden_archetype2 = DRUIDA
forbidden_archetype3 = LADRON
forbidden_archetype4 = BARDO
forbidden_archetype5 = PIRATA
forbidden_archetype6 = ASESINO
forbidden_archetype7 = CAZADOR
forbidden_archetype8 = TRABAJADOR
iron_ingot = 250
silver_ingot = 63
smithing_skill = 80

[OBJ692]
name = Teleport a Nemahuak
graphic_index = 669
object_type = 19
pickupable = 0

[OBJ693]
name = Armadura Magna (H/E/EO-M)
graphic_index = 798
object_type = 3
equipped_armor_graphic = 132
Real = 1
Mujer = 1
max_armor_defense = 40
min_armor_defense = 35
value = 25900
forbidden_archetype1 = MAGO
forbidden_archetype2 = DRUIDA
forbidden_archetype3 = LADRON
forbidden_archetype4 = BARDO
forbidden_archetype5 = PIRATA
forbidden_archetype6 = ASESINO
forbidden_archetype7 = CAZADOR
forbidden_archetype8 = TRABAJADOR
iron_ingot = 250
silver_ingot = 70
smithing_skill = 80

[OBJ694]
name = Armadura de Ilustre Caballero (E/G)
graphic_index = 4912
object_type = 3
equipped_armor_graphic = 164
Real = 1
dwarf = 1
max_armor_defense = 40
min_armor_defense = 35
value = 25060
forbidden_archetype1 = MAGO
forbidden_archetype2 = DRUIDA
forbidden_archetype3 = LADRON
forbidden_archetype4 = BARDO
forbidden_archetype5 = PIRATA
forbidden_archetype6 = ASESINO
forbidden_archetype7 = CAZADOR
forbidden_archetype8 = TRABAJADOR
iron_ingot = 250
silver_ingot = 63
smithing_skill = 80

[OBJ695]
name = Armadura de Pequeño Pandemonium (E/G)
graphic_index = 4910
object_type = 3
equipped_armor_graphic = 163
Caos = 1
dwarf = 1
max_armor_defense = 40
min_armor_defense = 35
value = 25060
forbidden_archetype1 = MAGO
forbidden_archetype2 = DRUIDA
forbidden_archetype3 = LADRON
forbidden_archetype4 = BARDO
forbidden_archetype5 = PIRATA
forbidden_archetype6 = ASESINO
forbidden_archetype7 = CAZADOR
forbidden_archetype8 = TRABAJADOR
iron_ingot = 250
silver_ingot = 63
smithing_skill = 80

[OBJ696]
name = Laud Magico
graphic_index = 685
object_type = 18
magic_power = 2
magical_weapon = 1
min_hit = 1
max_hit = 1
value = 6030
respawnable = 0
forbidden_archetype1 = PIRATA
forbidden_archetype2 = CAZADOR
forbidden_archetype3 = PALADIN
forbidden_archetype4 = CLERIGO
forbidden_archetype5 = ASESINO
forbidden_archetype6 = LADRON
forbidden_archetype7 = BANDIDO
forbidden_archetype8 = GUERRERO
forbidden_archetype9 = MAGO
forbidden_archetype10 = DRUIDA
forbidden_archetype11 = TRABAJADOR
wood = 1500
carpentry_skill = 100

[OBJ697]
name = Anillo Magico
graphic_index = 4900
object_type = 18
max_magic_defense = 6
min_magic_defense = 4
value = 3500
respawnable = 0
forbidden_archetype1 = MAGO
forbidden_archetype2 = DRUIDA
forbidden_archetype3 = LADRON
forbidden_archetype4 = GUERRERO
forbidden_archetype5 = PIRATA
forbidden_archetype6 = BANDIDO
forbidden_archetype7 = TRABAJADOR
iron_ingot = 50
smithing_skill = 50

[OBJ698]
name = Anillo de Resistencia Magica
graphic_index = 4901
object_type = 18
max_magic_defense = 12
min_magic_defense = 8
value = 9500
respawnable = 0
forbidden_archetype1 = MAGO
forbidden_archetype2 = DRUIDA
forbidden_archetype3 = LADRON
forbidden_archetype4 = GUERRERO
forbidden_archetype5 = PIRATA
forbidden_archetype6 = BANDIDO
forbidden_archetype7 = PALADIN
forbidden_archetype8 = CAZADOR
forbidden_archetype9 = TRABAJADOR
iron_ingot = 50
silver_ingot = 50
smithing_skill = 75

[OBJ699]
name = Anillo de Disolucion Magica
graphic_index = 4902
object_type = 18
max_magic_defense = 22
min_magic_defense = 18
value = 43500
respawnable = 0
forbidden_archetype1 = MAGO
forbidden_archetype2 = DRUIDA
forbidden_archetype3 = LADRON
forbidden_archetype4 = GUERRERO
forbidden_archetype5 = PIRATA
forbidden_archetype6 = BANDIDO
forbidden_archetype7 = PALADIN
forbidden_archetype8 = CAZADOR
forbidden_archetype9 = TRABAJADOR
iron_ingot = 200
silver_ingot = 100
gold_ingot = 50
smithing_skill = 90

[OBJ700]
name = Anillo de los Dioses
graphic_index = 4903
object_type = 18
max_magic_defense = 210
min_magic_defense = 200
value = 1500000
respawnable = 0
iron_ingot = 3000
silver_ingot = 2000
gold_ingot = 3000
smithing_skill = 100

[OBJ701]
name = Armadura Infame
graphic_index = 4911
object_type = 3
equipped_armor_graphic = 162
Caos = 1
max_armor_defense = 40
min_armor_defense = 35
value = 25060
forbidden_archetype1 = MAGO
forbidden_archetype2 = DRUIDA
forbidden_archetype3 = LADRON
forbidden_archetype4 = BARDO
forbidden_archetype5 = PIRATA
forbidden_archetype6 = ASESINO
forbidden_archetype7 = CAZADOR
forbidden_archetype8 = TRABAJADOR
iron_ingot = 250
silver_ingot = 63
smithing_skill = 80

[OBJ703]
name = Tumba de Cronos
graphic_index = 513
big_graphic = 514
object_type = 8
pickupable = 0
text = Aqui yace el alma de Cronos, un dios que ha dado mucho por nuestro mundo. Descansa, hermano... el pueblo de Argentum jamas te olvidara!

## Falta OBJ704

[OBJ705]
name = El Ojo del Demiurgo
graphic_index = 609
object_type = 24
value = 6000000
respawnable = 0
spell_index = 43

[OBJ706]
name = Cartel de Advertencia
graphic_index = 500
big_graphic = 501
object_type = 8
pickupable = 0
text = PROHIBIDO TOCAR (dioses y semidioses incluidos!). Este pergamino fue encargado al imperio real por los dioses de Argentum para su estudio.

[OBJ707]
name = Vestimenta de Noble (E/G)
graphic_index = 13282
object_type = 3
equipped_armor_graphic = 180
dwarf = 1
max_armor_defense = 5
min_armor_defense = 3
value = 700

[OBJ708]
name = Escudo Infernal
graphic_index = 13255
object_type = 16
equipped_armor_graphic = 2
equipped_weapon_graphic = 5
Caos = 1
max_armor_defense = 4
min_armor_defense = 1
value = 7800
respawnable = 0
forbidden_archetype1 = MAGO
forbidden_archetype2 = DRUIDA
forbidden_archetype3 = LADRON
forbidden_archetype4 = BARDO
forbidden_archetype5 = PIRATA
forbidden_archetype6 = ASESINO
iron_ingot = 60
silver_ingot = 30
smithing_skill = 70

[OBJ709]
name = Columna Egipcia
graphic_index = 1460
object_type = 20
pickupable = 0

[OBJ710]
name = Copa de Oro
graphic_index = 54
object_type = 21
value = 4000

[OBJ711]
name = Tumba de Valkira
graphic_index = 513
big_graphic = 514
object_type = 8
pickupable = 0
text = Aqui descansan los restos de la Diosa Valkira, quien dejo todo de ella para ser la gran fuerza ordenadora de estas tierras durante largos años. El mundo de Argentum siempre te lo agradecera.

[OBJ712]
name = Tumba de Jennifer
graphic_index = 513
big_graphic = 514
object_type = 8
pickupable = 0
text = Aqui descansan los restos de Jennifer de Nix. Largo fue el camino desde su infancia como gitana hasta diosa de la ciudad del sur, quien lucho con los peores males que estas tierras han conocido. Que este mundo no olvide tu sacrificio y tu lucha contra los dioses malignos que gobernaron en otras epocas. Que tu hijo EL OSO vele por tu espiritu en este pacifico lugar.

[OBJ713]
name = Tumba de Jareth
graphic_index = 513
big_graphic = 514
object_type = 8
pickupable = 0
text = Aqui descansan los restos de Jareth. Antiguo luchador y lider del ejercito real de Banderbill. Que tu espiritu proteja a la ciudad.

[OBJ714]
name = Tumba de Gold Fire
graphic_index = 513
big_graphic = 514
object_type = 8
pickupable = 0
text = Aqui descansan los restos de Gold Fire. Lider supremo del ejercito de Banderbill en la septima era de este mundo.

[OBJ715]
name = Tumba de Amenakhte
graphic_index = 513
big_graphic = 514
object_type = 8
pickupable = 0
text = Aqui descansan los restos de Amenakhte. Lider supremo del ejercito de la legion oscura en la novena era, gano el respeto de este mundo a fuerza de espada y sangre.

[OBJ716]
name = Rueca
graphic_index = 14
object_type = 20
pickupable = 0

[OBJ717]
name = Antorcha
graphic_index = 25
object_type = 20
pickupable = 0

[OBJ718]
name = Salamandra
graphic_index = 30
object_type = 20
pickupable = 0

[OBJ719]
name = Lancero
graphic_index = 31
object_type = 20
pickupable = 0

[OBJ720]
name = Viga
graphic_index = 32
object_type = 20
pickupable = 0

[OBJ721]
name = Marmita
graphic_index = 36
object_type = 20
pickupable = 0

[OBJ722]
name = Caldero
graphic_index = 37
object_type = 20
pickupable = 0

[OBJ723]
name = Humo Verde
graphic_index = 49
object_type = 20
pickupable = 0

[OBJ724]
name = Mesa
graphic_index = 50
object_type = 20
pickupable = 0

[OBJ725]
name = Maceta
graphic_index = 51
object_type = 20
pickupable = 0

[OBJ726]
name = Biblioteca
graphic_index = 52
object_type = 20
pickupable = 0

[OBJ727]
name = Biblioteca
graphic_index = 492
object_type = 20
pickupable = 0

[OBJ728]
name = Biblioteca
graphic_index = 534
object_type = 20
pickupable = 0

[OBJ729]
name = Hogar
graphic_index = 60
object_type = 20
pickupable = 0

[OBJ730]
name = Cantaro
graphic_index = 99
object_type = 20
pickupable = 0

[OBJ731]
name = Mueble con Espejo
graphic_index = 309
object_type = 20
pickupable = 0

[OBJ732]
name = Mesa Circular
graphic_index = 311
object_type = 20
pickupable = 0

[OBJ733]
name = Butaca
graphic_index = 312
object_type = 20
value = 15
respawnable = 0
wood = 25
carpentry_skill = 9

[OBJ734]
name = Jarra de Losa
graphic_index = 310
object_type = 21
value = 2000
respawnable = 0

[OBJ735]
name = Grilletes
graphic_index = 313
object_type = 20
pickupable = 0

[OBJ736]
name = Candelabro Simple
graphic_index = 314
object_type = 21
pickupable = 0

[OBJ737]
name = Comoda
graphic_index = 493
object_type = 20
pickupable = 0

[OBJ738]
name = Carcaj
graphic_index = 494
object_type = 7
respawnable = 0

[OBJ739]
name = Baul Abierto
graphic_index = 496
object_type = 7

[OBJ740]
name = Baul Cerrado
graphic_index = 495
object_type = 7

[OBJ741]
name = Cuadro
graphic_index = 497
object_type = 20
pickupable = 0

[OBJ742]
name = Cuadro
graphic_index = 498
object_type = 20
pickupable = 0

[OBJ743]
name = Cuadro
graphic_index = 532
object_type = 20
pickupable = 0

[OBJ744]
name = Cuadro
graphic_index = 533
object_type = 20
pickupable = 0

[OBJ745]
name = Escritorio
graphic_index = 499
object_type = 20
pickupable = 0

[OBJ746]
name = Farol
graphic_index = 507
object_type = 20
pickupable = 0

[OBJ747]
name = Cama Doble
graphic_index = 524
object_type = 20
pickupable = 0

[OBJ748]
name = Sillon
graphic_index = 525
object_type = 20
value = 666
respawnable = 0
wood = 400
carpentry_skill = 56

[OBJ749]
name = Carretilla
graphic_index = 577
object_type = 20
pickupable = 0

[OBJ750]
name = Carretilla
graphic_index = 578
object_type = 20
pickupable = 0

[OBJ751]
name = Barril Pequeño
graphic_index = 580
object_type = 20
pickupable = 0

[OBJ752]
name = Barril Pequeño
graphic_index = 582
object_type = 20
pickupable = 0

[OBJ753]
name = Mayal Triple
graphic_index = 590
object_type = 2
equipped_weapon_graphic = 1
min_hit = 1
max_hit = 5
value = 140
forbidden_archetype1 = MAGO
forbidden_archetype2 = DRUIDA
forbidden_archetype3 = LADRON
forbidden_archetype4 = BARDO
iron_ingot = 2
smithing_skill = 25

[OBJ754]
name = Rabano
graphic_index = 591
object_type = 1
hunger_points = 40
value = 5

[OBJ755]
name = Tinaja
graphic_index = 592
object_type = 20
pickupable = 0

[OBJ756]
name = Mueble Rustico
graphic_index = 594
object_type = 20
value = 666
respawnable = 0
wood = 400
carpentry_skill = 56

[OBJ757]
name = Balde
graphic_index = 595
object_type = 20
respawnable = 0

[OBJ758]
name = Reloj de Arena
graphic_index = 596
object_type = 20
respawnable = 0

[OBJ759]
name = Vasija
graphic_index = 597
object_type = 20
respawnable = 0

[OBJ760]
name = Mesa con Mantel
graphic_index = 642
object_type = 20
pickupable = 0

[OBJ761]
name = Cantero
graphic_index = 648
object_type = 20
pickupable = 0

[OBJ762]
name = Cantero
graphic_index = 649
object_type = 20
pickupable = 0

[OBJ763]
name = Carreta
graphic_index = 650
object_type = 20
pickupable = 0

[OBJ764]
name = Carreta
graphic_index = 651
object_type = 20
pickupable = 0

[OBJ765]
name = Carreta
graphic_index = 652
object_type = 20
pickupable = 0

[OBJ766]
name = Arbolito
graphic_index = 653
object_type = 20
pickupable = 0

[OBJ767]
name = Margarita
graphic_index = 729
object_type = 30
respawnable = 0

[OBJ768]
name = Hongo
graphic_index = 730
object_type = 30
respawnable = 0

[OBJ769]
name = Hongos
graphic_index = 732
object_type = 30
respawnable = 0

[OBJ770]
name = Algas
graphic_index = 733
object_type = 30
respawnable = 0

[OBJ771]
name = Enorme Tinaja
graphic_index = 727
object_type = 20
pickupable = 0

[OBJ772]
name = Mesa de Alquimia
graphic_index = 739
object_type = 20
pickupable = 0

[OBJ773]
name = Pianola
graphic_index = 747
object_type = 20
pickupable = 0

[OBJ774]
name = Cepo
graphic_index = 748
object_type = 20
pickupable = 0

[OBJ775]
name = Hipocampo
graphic_index = 848
object_type = 1
hunger_points = 75
value = 13
respawnable = 0

[OBJ776]
name = Atril
graphic_index = 879
object_type = 20
pickupable = 0

[OBJ777]
name = Grilletes
graphic_index = 1472
object_type = 20
pickupable = 0

[OBJ778]
name = Restos de Brazos
graphic_index = 1473
object_type = 20
pickupable = 0

[OBJ779]
name = Mesa de Carpintero
graphic_index = 1474
object_type = 20
pickupable = 0

[OBJ780]
name = Mesa de Comedor
graphic_index = 1475
object_type = 20
pickupable = 0

[OBJ781]
name = Organo
graphic_index = 1477
object_type = 20
pickupable = 0

[OBJ782]
name = Potro
graphic_index = 1479
object_type = 20
pickupable = 0

[OBJ783]
name = Potro
graphic_index = 1480
object_type = 20
pickupable = 0

[OBJ784]
name = Tesoro
graphic_index = 1478
object_type = 20
pickupable = 0

[OBJ785]
name = Utencillos
graphic_index = 1481
object_type = 20
pickupable = 0

[OBJ786]
name = Ventana
graphic_index = 1482
object_type = 20
pickupable = 0

[OBJ787]
name = Ventana
graphic_index = 1483
object_type = 20
pickupable = 0

[OBJ788]
name = Sillon
graphic_index = 1484
object_type = 20
value = 84
respawnable = 0
wood = 50
carpentry_skill = 9

[OBJ789]
name = Sillon
graphic_index = 1485
object_type = 20
value = 100
respawnable = 0
wood = 60
carpentry_skill = 15

[OBJ790]
name = Sillon Azul
graphic_index = 1485
object_type = 20
value = 100
respawnable = 0
wood = 60
carpentry_skill = 15

[OBJ791]
name = Sillon Azul Doble
graphic_index = 1485
object_type = 20
value = 100
respawnable = 0
wood = 120
carpentry_skill = 25

[OBJ792]
name = Escudo de Armas
graphic_index = 1488
object_type = 20
pickupable = 0

[OBJ793]
name = Escudo de Armas
graphic_index = 1489
object_type = 20
pickupable = 0

[OBJ794]
name = Arbolito en Maceta
graphic_index = 1490
object_type = 20
pickupable = 0

[OBJ795]
name = Arbolito en Maceta
graphic_index = 1491
object_type = 20
pickupable = 0

[OBJ796]
name = Arbolito en Maceta
graphic_index = 1492
object_type = 20
pickupable = 0

[OBJ797]
name = Hoguera
graphic_index = 1496
object_type = 20
pickupable = 0

[OBJ798]
name = Desperdicios
graphic_index = 1497
object_type = 20
pickupable = 0

[OBJ799]
name = Banqueta
graphic_index = 1498
object_type = 20
value = 84
respawnable = 0
wood = 50
carpentry_skill = 9

[OBJ800]
name = Armario
graphic_index = 1499
object_type = 20
value = 334
respawnable = 0
wood = 200
carpentry_skill = 30

[OBJ801]
name = Estantes
graphic_index = 1501
object_type = 20
pickupable = 0

[OBJ802]
name = Barriles
graphic_index = 1502
object_type = 20
pickupable = 0

[OBJ803]
name = Utensillos
graphic_index = 1503
object_type = 20
pickupable = 0

[OBJ804]
name = Mesa Real
graphic_index = 1504
object_type = 20
pickupable = 0

[OBJ805]
name = Silla Real
graphic_index = 2130
object_type = 20
pickupable = 0

[OBJ806]
name = Silla Real
graphic_index = 2131
object_type = 20
pickupable = 0

[OBJ807]
name = Silla Real
graphic_index = 2132
object_type = 20
pickupable = 0

[OBJ808]
name = Silla Real
graphic_index = 2133
object_type = 20
pickupable = 0

[OBJ809]
name = Hongos Amarillos
graphic_index = 2134
object_type = 30
pickupable = 0

[OBJ810]
name = Hongos Azules
graphic_index = 2135
object_type = 30
pickupable = 0

[OBJ811]
name = Hongos Rojos
graphic_index = 2136
object_type = 30
pickupable = 0

[OBJ812]
name = Hongos Violetas
graphic_index = 2137
object_type = 30
pickupable = 0

[OBJ813]
name = Candelabro de Pie
graphic_index = 2172
object_type = 20
pickupable = 0
